■ 월별 박스오피스,,,,,,,,,,,,
- 조회일: 2023-08-11,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 202301~202306   영화구분: 전체   국적: 전체   지역: 전체 ],,,,,,,,,,,,
,,,,,,,,,,,,
● 2023년 06월,,,,,,,,,,,,
순위,영화명,개봉일,매출액,"매출액
점유율",누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,배급사
269,신입 여사원: 출장업무,2023-03-03,192000,0,192000,32,32,5,5,한국,한국,(주)씨맥스커뮤니케이션즈
269,타이페이 스토리,2019-11-07,305000,0,43514920,32,5400,1,2,대만,대만,(주)드림팩트엔터테인먼트
272,플라워 드럼 송,,62000,0,358000,31,179,1,4,미국,미국,
273,반짝다큐페스티발 섹션 2,,270000,0,270000,30,30,1,1,한국,한국,
273,블루 하와이,,60000,0,5194000,30,2583,1,3,,,
273,파티,,187000,0,187000,30,30,1,1,미국,미국,
276,원탁의 기사,,58000,0,17745000,29,8517,1,6,미국,미국,
276,"열여덟, 어른이 되는 나이",2023-01-25,204000,0,31381297,29,3419,2,18,한국,한국,필름다빈
276,머슴바울,2022-11-24,255000,0,29033600,29,2981,1,5,한국,한국,"(주)드림팩트엔터테인먼트,기독교대한감리회"
279,극장판 소드 아트 온라인 -오디널 스케일-,2017-02-23,205500,0,936106198,28,122003,1,8,일본,일본,(주)박수엔터테인먼트
279,기인들,,56000,0,10371500,28,4692,1,4,미국,미국,
281,의적 일지매,,54000,0,7868500,27,3874,1,4,한국,한국,
281,패왕별희 디 오리지널,2017-03-30,176000,0,1061055690,27,115129,1,2,중국,중국,"와이드 릴리즈(주),(주)제이앤씨미디어그룹,(주)드림팩트엔터테인먼트"
283,핵소 고지,2017-02-22,253000,0,1344231900,26,177926,1,1,미국,"미국,호주",판씨네마(주)
283,관계의 일변,2023-02-01,140000,0,717000,26,121,2,17,한국,한국,주식회사 씨엠닉스
285,반짝다큐페스티발 섹션 3,,222000,0,222000,25,25,1,1,한국,한국,
286,소설가의 영화,2022-04-21,232000,0,96494570,24,10598,1,5,한국,한국,"(주)영화제작전원사 ,(주)콘텐츠판다"
287,호우시절,2009-10-08,219000,0,2146603500,23,288620,1,1,한국,"한국,중국",(주)넥스트엔터테인먼트월드(NEW)
288,뱅드림! 팝핀' 드림!,2022-03-24,170500,0,121771960,22,12408,1,8,일본,일본,(주)애니플러스
289,스테잉 버티컬,,149000,0,7082400,21,964,1,1,프랑스,프랑스,
290,드라이브 마이 카,2021-12-23,213000,0,762446756,20,81905,1,1,일본,일본,(주)트리플픽쳐스
290,그녀가 순결했던 이유,2023-03-31,100000,0,100000,20,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
290,꿈처럼 달콤한 삽입,2023-03-31,100000,0,100000,20,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
290,너는 나의 1회용 섹스 파트너,2023-03-31,100000,0,100000,20,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
290,그녀의 서투른 섹스,2023-03-31,100000,0,100000,20,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
290,바닷가에서 따먹는 전복맛,2023-03-08,100000,0,100000,20,20,1,1,한국,한국,와이제이스토리
290,바캉스 원나잇 섹스,2023-03-06,100000,0,100000,20,20,1,1,한국,한국,와이제이스토리
290,맛있는 간통,2023-03-31,100000,0,100000,20,20,1,1,한국,한국,(주)뮤직엔닷컴
290,극장판 카케구루이2: 절체절명의 러시안 룰렛,2023-02-16,158000,0,1537500,20,237,3,10,일본,일본,(주)미디어캐슬
290,친구의 여자를 뺐었습니다,2023-03-30,100000,0,100000,20,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
290,성욕을 채워줄 대물 찾는 아가씨,2023-03-30,100000,0,100000,20,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
301,극장판 뽀로로와 친구들: 바이러스를 없애줘!,2022-12-01,142000,0,1951750500,18,216703,1,1,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
301,우리 사랑이 향기로 남을 때,2023-02-08,152000,0,115424800,18,12364,2,8,한국,한국,"주식회사 콘텐츠존,(주)다자인소프트"
301,2023년 3월 수요단편극장,,132000,0,132000,18,18,2,3,한국,한국,
304,사랑할 땐 누구나 최악이 된다,2022-08-25,167500,0,476161867,17,47040,1,2,노르웨이,노르웨이,"그린나래미디어(주),(주)하이스트레인저"
304,너의 췌장을 먹고 싶어,2017-10-25,168000,0,3724663148,17,468384,1,2,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
306,"바르도, 약간의 진실을 섞은 거짓된 연대기",2022-11-16,160500,0,17630800,16,1831,2,4,미국,미국,씨제이 씨지브이(CJ CGV)(주)
306,버팔로 대대,,32000,0,3827000,16,1883,1,3,미국,미국,
308,시몬,2023-02-23,15000,0,40000,15,25,1,15,기타,기타,(주)콘텐트마인
308,인디플러스 7주년 - 오우리 단편전1,,75000,0,75000,15,15,1,1,한국,한국,
308,탑,2022-11-03,111000,0,57192293,15,6090,2,7,한국,한국,"(주)영화제작전원사 ,(주)콘텐츠판다"
308,좀비는 좀비끼리 우리는 우리끼리,2022-08-04,120000,0,1662000,15,210,1,15,한국,한국,필름다빈
312,생각 그런거 없는데요,2023-01-25,154000,0,374000,14,36,1,1,한국,한국,목영이엔엠
312,가가린,2022-12-22,162000,0,83829374,14,8539,1,2,프랑스,프랑스,(주)엣나인필름
314,고령가 소년 살인사건,2017-11-23,156000,0,141024500,13,11025,1,1,대만,대만,(주)리틀빅픽쳐스
314,쥴 앤 짐,1997-01-04,134000,0,47122589,13,6203,1,3,프랑스,프랑스,"(주)엣나인필름,㈜영화사 백두대간"
314,성적표의 김민영,2022-09-08,119000,0,71943161,13,7610,1,3,한국,한국,(주)엣나인필름
314,선 위의 세상,,85000,0,821000,13,121,1,1,서독,서독,
314,뱅드림! 필름 라이브 세컨드 스테이지,2021-11-18,92500,0,351701939,13,34931,1,2,일본,일본,(주)애니플러스
314,"스탠바이, 웬디",2018-05-30,117000,0,375377580,13,47505,1,1,미국,미국,판씨네마(주)
320,다섯 번째 흉추,2023-08-02,60000,0,1980000,12,252,1,2,한국,한국,㈜인디스토리
320,하나 그리고 둘,2000-10-28,117000,0,96598100,12,10383,1,2,대만,"대만,일본",(주)리틀빅픽쳐스
322,희망의 요소,2022-12-29,70000,0,4792000,11,598,1,5,한국,한국,필름다빈
322,인디플러스 7주년 - 오우리 단편전2,,55000,0,55000,11,11,1,2,한국,한국,
322,내가 누워있을 때,,55000,0,515000,11,63,1,2,한국,한국,(주)시네마달
322,코다,2021-08-31,108000,0,708038599,11,78594,1,1,프랑스,프랑스,판씨네마(주)
326,겨울 이야기,2023-01-18,58000,0,8169399,10,1478,1,6,한국,한국,"와이드 릴리즈(주),시네마 뉴원"
326,공포분자,2020-09-17,70000,0,47504630,10,6088,1,1,기타,기타,(주)에이썸엔터테인먼트
326,이한주 배우전(인디스데이),,61000,0,61000,10,10,1,9,한국,한국,
326,올 더 머니,2018-02-01,93000,0,568644500,10,70320,1,1,미국,미국,판씨네마(주)
326,뱅드림! 로젤리아 에피소드 Ⅱ : 송 아이 엠,2021-09-09,72000,0,147134640,10,15817,1,7,일본,일본,(주)애니플러스
326,맥베스,2015-12-03,90000,0,748177853,10,98625,1,1,영국,"영국,프랑스,미국",판씨네마(주)
332,서칭 포 슈가맨,2012-10-11,81000,0,213216100,9,29666,1,1,스웨덴,"스웨덴,영국",판씨네마(주)
332,미나리,2021-03-03,82000,0,10212434650,9,1134319,1,1,미국,미국,판씨네마(주)
332,시간을 꿈꾸는 소녀,2023-01-11,47000,0,85564894,9,11011,1,9,한국,한국,"(주)하이하버픽쳐스,(주)영화사 진진"
332,뱅드림! 로젤리아 에피소드Ⅰ: 약속,2021-06-03,69000,0,195621090,9,21609,1,4,일본,일본,(주)애니플러스
332,반짝다큐페스티발 개막작(신나리 감독 특별전),,81000,0,81000,9,9,1,1,한국,한국,
337,그녀에게,2003-04-18,70000,0,56708252,8,7569,1,1,스페인,스페인,"판씨네마(주),(주)미로비젼"
337,러브,2017-11-02,76000,0,26302000,8,3191,1,1,프랑스,프랑스,판씨네마(주)
337,행복한 라짜로,2019-06-20,49000,0,132462240,8,16667,1,1,이탈리아,이탈리아,주식회사 슈아픽처스
337,뱅드림! 필름 라이브,2019-09-26,61500,0,173271120,8,20014,1,3,일본,일본,(주)애니플러스
337,와일드 로즈,2019-10-17,71000,0,124320040,8,16468,1,1,영국,영국,판씨네마(주)
337,서유기:저팔계의 반란,2023-03-30,48000,0,48000,8,8,1,1,중국,중국,초코필름
337,같은 속옷을 입는 두 여자,2022-11-10,72000,0,76833892,8,8493,1,3,한국,한국,찬란
337,희수,2022-12-15,64000,0,4294500,8,549,1,2,한국,한국,영화사 정원
337,기행,,40000,0,337000,8,49,1,2,한국,한국,
337,더 벙커,2023-03-23,48000,0,48000,8,8,1,1,영국,영국,(주)엔케이컨텐츠
337,이스케이프: 더블 타겟,2023-03-15,48000,0,48000,8,8,1,1,미국,미국,주식회사 루믹스미디어
337,더 파더,2021-04-07,73500,0,407875000,8,48593,1,1,영국,영국,판씨네마(주)
349,길고 재미없는 영화가 끝나갈 때,,35000,0,105000,7,19,1,1,한국,한국,
349,발레리안: 천 개 행성의 도시,2017-08-30,62000,0,4056086938,7,512874,1,1,프랑스,프랑스,판씨네마(주)
351,오명,,42000,0,34869100,6,7191,1,1,미국,미국,
351,라인,2023-01-25,19000,0,35002099,6,3989,1,2,스위스,"스위스,프랑스,벨기에",M&M 인터내셔널
351,Birth,,30000,0,467000,6,61,1,1,한국,한국,
351,창밖은 겨울,2022-11-24,30000,0,56858992,6,7267,1,1,한국,한국,(주)영화사 진진
355,자전거 도둑,2023-04-26,30000,0,6770000,5,2596,1,3,이탈리아,이탈리아,일미디어
355,에듀케이션,2020-11-26,31000,0,8729670,5,1067,1,1,한국,한국,영화배급협동조합 씨네소파
355,봉명주공,2022-05-19,30000,0,15530600,5,1734,1,1,한국,한국,(주)시네마달
355,탁탁탁,2023-03-31,25000,0,25000,5,5,5,5,한국,한국,(주)영진크리에이티브
355,뼈,,45000,0,129000,5,19,1,1,한국,한국,
355,극장판 카케구루이,2023-01-16,55000,0,1947694,5,273,1,2,일본,일본,(주)미디어캐슬
355,벗어날 탈 脫,,25000,0,1497000,5,189,1,2,한국,한국,
362,4인4섹,2023-03-03,24000,0,24000,4,4,4,4,한국,한국,(주)영진크리에이티브
362,박서방,1960-10-05,8000,0,16364500,4,7930,1,4,한국,한국,
362,애프터,2019-08-22,38000,0,496227740,4,59007,1,1,미국,미국,판씨네마(주)
362,양성애자 남자와 여자사이,2023-03-10,24000,0,24000,4,4,4,4,한국,한국,(주)영진크리에이티브
362,애프터: 에버 해피,2022-09-21,37000,0,66268200,4,7503,1,1,미국,미국,판씨네마(주)
362,극장판 5등분의 신부,2022-09-22,32000,0,671546500,4,62262,1,1,일본,일본,(주)애니플러스
362,관객프로그래머 초이스! - 김나영 감독전,,31000,0,31000,4,4,1,1,한국,한국,
362,시원찮은 그녀를 위한 육성방법 피날레,2020-02-27,32000,0,168201960,4,19900,1,1,일본,일본,(주)애니플러스
370,내 여자친구의 남자친구,,36000,0,32115900,3,3400,1,2,프랑스,프랑스,(주)영화사 안다미로
370,봄 이야기,,36000,0,20103000,3,2385,1,1,프랑스,프랑스,(주)영화사 안다미로
370,역할들,2022-03-31,27000,0,12227000,3,2014,1,1,한국,한국,쉼표
370,놉,2022-08-17,28000,0,4710335135,3,416048,1,1,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
370,애프터: 관계의 함정,2021-10-27,27000,0,168978150,3,19357,1,1,미국,미국,판씨네마(주)
375,사갈,,10000,0,666000,2,84,1,1,한국,한국,
375,애프터: 그 후,2020-10-07,18000,0,309571040,2,37481,1,1,미국,미국,판씨네마(주)
377,꺾여버린 가슴 무삭제판,2023-03-03,6000,0,6000,1,1,1,1,일본,일본,(주)가온콘텐츠
377,맛가버린 맛사지 무삭제판,2023-03-03,6000,0,6000,1,1,1,1,일본,일본,(주)가온콘텐츠
377,서스피션,,7000,0,4701000,1,694,1,1,미국,미국,(주)영화사 안다미로
377,수집가,,12000,0,16260200,1,1797,1,1,프랑스,프랑스,(주)영화사 안다미로
377,토스카,2020-12-01,10000,0,25681900,1,917,1,1,이탈리아,이탈리아,일미디어
377,위아래 즐겨주는 육덕 꿀덩이,2023-03-11,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
377,내 침대에서 촉촉히 준비된 여사친,2023-03-11,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
377,거유 히카리의 대물 수집,2023-03-12,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
377,젖은 새엄마 매일 촉촉하게 준비완료,2023-03-10,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
377,발정난 미츠키 한번만 더 해줘,2023-03-11,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
377,미오의 섹스일기,2023-03-12,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
377,제수씨는 매일 흥분해,2023-03-12,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
377,젖은 여사친 속궁합이 궁금해,2023-03-12,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
377,홍콩 가자!남자를 너무 잘 알아,2023-03-12,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
377,쾌락 찾은 며느리,2023-03-23,6000,0,6000,1,1,1,1,일본,일본,(주)가온콘텐츠
377,출장AS:여기도 고쳐줘요,2023-03-17,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
377,"육덕장모:딸,미안해",2023-03-17,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
377,섹스중독:바지 잘 벗기는 아줌마,2023-03-17,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
377,대물 남자 도우미,2023-03-14,1000,0,1000,1,1,1,1,한국,한국,주식회사 루믹스미디어
377,MZ세대 스와핑,2023-03-21,1000,0,1000,1,1,1,1,한국,한국,주식회사 루믹스미디어
377,형수의 능숙한 몸짓,2023-03-23,6000,0,6000,1,1,1,1,일본,일본,(주)가온콘텐츠
377,새아들:널 위한 밤,2023-03-17,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
377,술도녀:하고 보니 옆집남자,2023-03-17,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
377,2대2 할래? 무삭제,2023-03-26,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을
377,여자 배달부 무삭제,2023-03-13,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을
377,쓰리썸 : 여비서와 아내 무삭제,2023-03-06,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을
377,댄스 교습소에서 생긴 일,2023-03-31,6000,0,6000,1,1,1,1,한국,한국,(주)영진크리에이티브
377,먹고 싶은 친구아내 무삭제,2023-03-27,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을
377,은밀하고 쇼킹한 경험,2023-02-15,1000,0,2000,1,2,1,1,한국,한국,(주)케이알씨지
377,직설적인 과외누나,2023-03-24,1000,0,1000,1,1,1,1,한국,한국,(주)케이알씨지
377,잘 벌리는 옆집여자,2023-03-10,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
377,섹스도시:옆집여자의 젖어버린 팬티,2023-03-08,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
377,밤꽃 냄새가 좋은 새엄마,2023-03-10,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
377,정사 : 울부짖는 친구아내,2023-03-11,6000,0,6000,1,1,1,1,일본,일본,(주)영화사 사계절
377,베리얼: 라스트 미션,2023-03-20,6000,0,6000,1,1,1,1,영국,영국,(주)누리픽쳐스
377,이모의 가랑이는 육즙기 무삭제판,2023-03-03,6000,0,6000,1,1,1,1,일본,일본,(주)가온콘텐츠
377,미용실 : 특별한 서비스 6 무삭제,2023-03-21,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을
377,수지의전라실제정사-무삭제,2023-03-22,1000,0,1000,1,1,1,1,한국,한국,스마일컨텐츠
377,카페여사장의배달섹스,2023-03-24,1000,0,1000,1,1,1,1,한국,한국,에이원 미디어
377,몸으로 영업하는 50대 육덕 아줌마,2023-03-21,6000,0,6000,1,1,1,1,일본,일본,(주)코빈커뮤니케이션즈
377,농익은 유부녀 섹스 맛집,2023-03-21,6000,0,6000,1,1,1,1,일본,일본,(주)코빈커뮤니케이션즈
377,맛있는 여상사의 핫바디,2023-03-31,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
377,새아빠 : 나를 허락해줘요,2023-03-30,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
377,귀신이 싼다,2023-03-31,6000,0,6000,1,1,1,1,한국,한국,선셋 시네마
377,밤낮 없는 택시 기사 : 나 하고 싶어,2023-03-30,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
377,새엄마 나랑 하니까 좋아?,2023-03-30,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
377,씨받는 며느리 : 넣어주세요,2023-03-30,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
377,섀도우 마스터,2023-03-27,6000,0,6000,1,1,1,1,미국,미국,(주)누리픽쳐스
377,가사도우미 풀서비스 침대로 가요,2023-03-24,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
377,급 땡긴 며느리 더 큰게 필요해,2023-03-24,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
377,물오른 형수 촉촉해진 날,2023-03-24,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
377,골프걸 두개의 구멍,2023-03-29,1000,0,1000,1,1,1,1,한국,한국,주식회사 루믹스미디어
377,아내를 빌려드립니다,2023-03-09,6000,0,6000,1,1,1,1,한국,한국,영화사 산들바람
377,자지러진 육덕 며느리,2023-03-28,1000,0,1000,1,1,1,1,일본,일본,주식회사 미콘
377,여친의 조력자,2023-03-23,6000,0,6000,1,1,1,1,한국,한국,(주)가온콘텐츠
377,세웠더니 싸드라 무삭제판,2023-03-03,6000,0,6000,1,1,1,1,일본,일본,(주)가온콘텐츠
377,남편의 죄를 몸으로 때우는 아내,2023-03-20,6000,0,6000,1,1,1,1,일본,일본,(주)영화사 사계절
377,보지만 말고 넣어,2023-03-03,6000,0,6000,1,1,1,1,일본,일본,(주)가온콘텐츠
377,며느리는 성욕보호사,2023-03-23,6000,0,6000,1,1,1,1,일본,일본,(주)가온콘텐츠
377,땀샘터진 아내의 엄마,2023-03-03,6000,0,6000,1,1,1,1,일본,일본,(주)가온콘텐츠
377,맛난 첫사랑,2023-03-15,1000,0,1000,1,1,1,1,일본,일본,(주)픽쳐레스크
377,옆집엄마 맛있더라,2023-03-03,6000,0,6000,1,1,1,1,일본,일본,(주)가온콘텐츠
377,형수님의 욕정치료,2023-03-23,6000,0,6000,1,1,1,1,일본,일본,(주)가온콘텐츠
377,옆집엄마가 알려준 그 맛,2023-03-03,6000,0,6000,1,1,1,1,일본,일본,(주)가온콘텐츠
377,그녀는 구멍봉사자,2023-03-03,6000,0,6000,1,1,1,1,일본,일본,(주)가온콘텐츠
377,넣지 않아야 할것을 넣은 자,2023-03-23,6000,0,6000,1,1,1,1,일본,일본,(주)가온콘텐츠
