■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2023-08-11,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2023-01-01~2023-06-30   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액,"매출액
점유율",누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우
1230,파티,,187000,0,187000,30,30,1,1,미국,미국,,,,코미디,블레이크 에드워즈,"피터 셀러스,클로딘 롱젯"
1230,판의 미로 - 오필리아와 세 개의 열쇠,2006-11-30,191000,0,2976415548,30,494096,1,4,스페인,"스페인,멕시코",,"(주)디스테이션,(주)프라임엔터테인먼트",15세이상관람가,"드라마,판타지,전쟁",길예르모 델 토로,"이바나 바쿠에로,더그 존스,세르지 로페즈"
1230,프리! 더 파이널 스트로크 후편,2022-06-30,272100,0,189234079,30,18556,1,3,일본,일본,,(주)애니플러스,전체관람가,애니메이션,카와나미 에이사쿠,"시마자키 노부나가,스즈키 타츠히사,미야노 마모루,우치야마 코우키"
1230,헌트,2022-08-10,210000,0,44601068153,30,4352420,1,1,한국,한국,"(주)아티스트스튜디오,(주)사나이픽처스",플러스엠 엔터테인먼트,15세이상관람가,"액션,드라마",이정재,"장재혁,이상혁,오동훈,이지영,이정재,정우성,전혜진,허성태,고윤정,김종수,정만식,임형국,정경순,정재성,송영창,강경헌,임성재,정성모,손성호,김학선,오만석,김문찬,박건우,이채은,김윤도,송덕호,이서한,장서경,김찬형,송철호,김형범,경성환,윤정섭,최우준,정재현,김효준,차래형,박중근,홍성덕,박윤희,문정대,이도국,이한주,고서희,손경원,이태형,조진결,고경만,김호준,김은우,정종우,박민이,윤대열,김완수,김결,김덕주,민경옥,김송일,이가경,차우진,박민정,옥주리,조광유,박도영,조혜린,박병관,이도헌,이주안,손승범,장재혁,박인국,문유성,김동형,김시원,배정환,이시안,정상균,박영준,최기표,김재환,남열,태윤,박형준,백승우,이찬희,전현석,장나라,이웅규,진가민,허윤,권민경,이재원,김의신,조영미,최은애,백경윤,박서희,박민정,김기태,김재환,김한솔,서문호,여이레,이도군,홍지원,황정민,이성민,유재명,박성웅,조우진,김남길,주지훈,정용식,김동규,김동훈,김명선,최민,권은성"
1230,홀 인 더 헤드,,60000,0,2622000,30,1156,1,4,미국,미국,,,,"코미디,드라마",프랭크 카프라,"프랭크 시내트라,에드워드 G. 로빈슨"
1246,1월 수요단편극장: 스릴러를 파고든 조용하고 강력한 힘 - 윤소희X이주영X김소진,,208000,0,208000,29,29,2,4,한국,한국,,,,기타,,
1246,그들은 부츠를 신은 채로 죽었다,,58000,0,3765000,29,1759,1,2,미국,미국,,,,,라울 월쉬,
1246,극장판 원피스 스탬피드,2020-02-13,214500,0,190146160,29,22453,1,7,일본,일본,,(주)스마일이엔티,전체관람가,애니메이션,,
1249,기적,1972-12-23,56000,0,20945558,28,11682,1,3,미국,미국,워너 브러더스 픽쳐스,,중학생이상관람가,"멜로/로맨스,전쟁",어빙 래퍼,로저 무어
1249,로맨스 빠빠,1960-01-28,57000,0,11684000,28,5783,1,6,한국,한국,신필름,,15세이상관람가,"드라마,멜로/로맨스",신상옥,"신성일,주증녀,최은희,최은희"
1249,맥베스,2015-12-03,267000,0,748354853,28,98643,1,3,영국,"영국,프랑스,미국",,판씨네마(주),15세이상관람가,드라마,저스틴 커젤,"마이클 패스벤더,마리옹 꼬띠아르"
1249,멜로,,184000,0,342000,28,54,1,1,프랑스,프랑스,,,,드라마,알랭 레네,"화니 아르당,피에르 아르디티,사빈 아젬마"
1249,사장의 여비서,,56000,0,3438000,28,1719,1,6,미국,미국,,,,"코미디,멜로/로맨스",리차드 퀴니,"주디 할리데이,폴 더글라스"
1249,유하,,153000,0,538000,28,88,1,2,핀란드,핀란드,,,,코미디,아키 카우리스마키,"사카리 쿠오스마넨,카티 오우티넨"
1249,정사,,190000,0,674000,28,132,1,1,프랑스,"프랑스,이탈리아",,,,멜로/로맨스,미켈란젤로 안토니오니,"가브리엘 페르제티,모니카 비티,레아 마사리"
1249,주디,2020-03-25,160000,0,761063060,28,92530,1,3,영국,영국,,TCO(주)더콘텐츠온,12세이상관람가,"드라마,멜로/로맨스",루퍼트 굴드,르네 젤위거
1249,콜드 워,2019-02-07,270000,0,233598773,28,28325,1,2,폴란드,폴란드,,아이 엠,15세이상관람가,멜로/로맨스,파벨 파블리코브스키,"요안나 쿨릭,토마즈 코트"
1249,태어나길 잘했어,2022-04-14,240000,0,41098300,28,4962,1,1,한국,한국,대장정,그린나래미디어(주),12세이상관람가,드라마,최진영,강진아
1249,파수꾼,2011-03-03,162000,0,208803400,28,26634,1,2,한국,한국,한국영화아카데미,필라멘트픽쳐스,15세이상관람가,드라마,윤성현,"서준영,박정민,조성하,이제훈,이초희,이재연,배제기"
1260,공작새,,209000,0,3665000,27,392,1,4,한국,한국,,,,드라마,변성빈,
1260,쁘띠 마망,2021-10-07,264500,0,150712440,27,16543,1,2,프랑스,프랑스,,찬란,전체관람가,"드라마,판타지",셀린 시아마,"조세핀 산스,가브리엘 산스"
1260,스코어: 영화음악의 모든 것,2017-10-19,172000,0,103431000,27,13550,1,1,미국,미국,,(주)라이크콘텐츠,전체관람가,다큐멘터리,맷 슈레이더,
1260,악의 연대기,2015-05-14,378000,0,17362193332,27,2192552,1,1,한국,한국,(주)비에이엔터테인먼트,(주)씨제이이엔엠,15세이상관람가,스릴러,백운학,"손현주,마동석,최다니엘,박서준,이준혁,이태호,강민정,조은수,서정우,최동헌,안용우,이명준,이성재,이용희,이은정,정원중,지대한,장준녕,정준원,한성천,배진웅,송훈,권유준,이현우"
1260,열두 번째 용의자,2019-10-10,54000,0,41867280,27,5465,1,20,한국,한국,"(주)영화사진,엠앤씨에프",㈜인디스토리,12세이상관람가,"미스터리,스릴러",고명성,"김상경,허성태,박선영,김동영,장원영,정지순,김지훈,남연우,김희상,나도율,한지안,남성진,동방우,안성민,김대현,김도윤,유인환,유한아,안은샘,문형집,전상인,황선형,최욱진,안영진,고한민"
1260,"오월, 그날이 다시 오면",,27000,0,27000,27,27,1,1,한국,한국,,,,기타,,
1260,테이스트 오브 허니,,174000,0,451000,27,76,1,1,영국,영국,,,,드라마,토니 리차드슨,"리타 터싱햄,도라 브라이언"
1260,파주,2009-10-28,264000,0,969909600,27,131525,1,8,한국,한국,"(주)티피에스컴퍼니,(주)명필름",(주)엠케이픽처스,청소년관람불가,"드라마,멜로/로맨스",박찬옥,"이선균,송요셉,서우,김형용,김해진,나상연,박진수,황현규,주재형,차선희,김도환,이상현,장재호,정경수,이성우,이재필,김준성,오대환,이미도,이대연,우현,이봉규,최욱,손강국,정만식,김자영,이정민,김서원,심이영"
1260,피아니스트 세이모어의 뉴욕 소네트,2016-04-07,266730,0,187474430,27,23037,1,1,미국,미국,,(주)영화사 진진,전체관람가,다큐멘터리,에단 호크,
1269,깁슨 가족 연대기,,183000,0,4791000,26,2288,4,5,영국,영국,,,,코미디,데이빗 린,"로버트 뉴튼,셀리아 존슨"
1269,두 사람,,206000,0,1118000,26,140,1,1,한국,한국,,,,다큐멘터리,반박지은,
1269,문라이즈,,171000,0,428000,26,69,1,1,미국,미국,,,,드라마,프랭크 보제이즈,데인 클라크
1269,민며느리,1965-09-10,52000,0,6245000,26,3121,1,4,한국,한국,,,15세이상관람가,드라마,최은희,"김희갑,최은희,박노식"
1269,시원찮은 그녀를 위한 육성방법 피날레,2020-02-27,197000,0,168353960,26,19920,1,9,일본,일본,,(주)애니플러스,12세이상관람가,"애니메이션,드라마",,마츠오카 요시츠구
1269,인디피크닉2023 단편6. 네 앞에 선 얼굴,,208000,0,208000,26,26,1,2,한국,한국,,,,기타,,
1275,글렌 밀러 스토리,,126000,0,4939000,25,2235,1,2,미국,미국,,,,"드라마,멜로/로맨스",안소니 만,"제임스 스튜어트,준 앨리슨"
1275,달콤한 밤의 씁쓸한 끝,,135000,0,135000,25,25,1,3,일본,일본,,,,"범죄,드라마",요시다 기주,츠가와 마사히코
1275,동행: 10년의 발걸음,2022-12-01,61000,0,3018200,25,430,2,17,한국,한국,"닻 프로덕션,(주)디오시네마",(주)디오시네마,전체관람가,다큐멘터리,이재호,"명선목,김경석,오정해"
1275,마리솔의 리틀 앤젤스,1971-07-24,50000,0,296000,25,148,1,4,멕시코,"멕시코,스페인",,,,"드라마,뮤지컬",루이스 루시아,"마리솔,마리솔"
1275,반짝다큐페스티발 섹션 3,,222000,0,222000,25,25,1,1,한국,한국,,,,다큐멘터리,,
1275,베이비 제인에게 무슨 일이 생겼나,,50000,0,3558000,25,1361,1,6,미국,미국,,,,"공포(호러),스릴러",로버트 알드리치,"베티 데이비스,조안 크로포드"
1275,보헤미안의 생,,126000,0,2247000,25,375,1,2,핀란드,핀란드,,,,"드라마,코미디",아키 카우리스마키,"마티 펠론파,에벌린 디디"
1275,서머 스톡,,145000,0,145000,25,25,1,3,미국,미국,,,,"뮤지컬,멜로/로맨스",찰스 월터스,"주디 갈란드,진 켈리,에디 브랙큰"
1275,송주원 감독 단편선,,207000,0,207000,25,25,1,2,한국,한국,,,,기타,,
1275,쉘 위 댄스,2000-05-13,220000,0,2597000,25,1155,1,2,일본,일본,"알타미라픽쳐스,다이에 스튜디오,엔티브이",,전체관람가,멜로/로맨스,수오 마사유키,"쿠사카리 타미요,야쿠쇼 코지"
1275,시몬,2023-02-23,40000,0,40000,25,25,5,25,기타,기타,,(주)콘텐트마인,청소년관람불가,멜로/로맨스,베티 카플란,에사이 모랄레스
1275,"안녕, 티라노: 영원히, 함께",2019-08-14,152060,0,1591299289,25,203704,2,18,한국,한국,(주)미디어캐슬,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,시즈노 코분,"시영준,정혜원,이세은,이현,김지혜,박영진,김준현,사성웅,시영준,정형석,곽윤상,이동훈,김인형,김지혜,박주광,전종구,오인실"
1275,여행자,,182000,0,1900000,25,298,1,2,이란,이란,,,,드라마,압바스 키아로스타미,
1275,행복한 라짜로,2019-06-20,174000,0,132587240,25,16684,1,3,이탈리아,이탈리아,,주식회사 슈아픽처스,12세이상관람가,"드라마,판타지",알리체 로르와커,"아드리아노 타르디올로,루카 치코바니,알바 로르와처,니콜레타 브라시,세르지 로페즈"
1289,메타모르포제의 툇마루,2023-07-26,293000,0,293000,24,24,1,1,일본,일본,,(주)미디어캐슬,12세이상관람가,기타,카리야마 슌스케,"아시다 마나,미야모토 노부코,타카하시 쿄헤이,후루카와 코토네"
1289,체리 향기,1998-01-01,171000,0,8166000,24,1115,1,2,프랑스,"프랑스,이란",압바스키아로스타미프로덕션,㈜영화사 백두대간,12세 미만인 자는 관람할 수 없는 등급,드라마,압바스 키아로스타미,"호마윤 엘샤드,압돌라흐만 바게리"
1289,카바라의 밤,,48000,0,4107000,24,1646,1,6,이탈리아,이탈리아,,,,드라마,페데리코 펠리니,"줄리에타 마시나,프랑스와 페리어"
1289,프리! 더 파이널 스트로크 전편,2022-01-20,209000,0,128687629,24,13121,1,3,일본,일본,,(주)애니플러스,전체관람가,애니메이션,카와나미 에이사쿠,"시마자키 노부나가,스즈키 타츠히사,미야노 마모루,우치야마 코우키"
1289,허셀프,2022-05-12,50000,0,7576600,24,953,1,15,영국,영국,,(주)드림팩트엔터테인먼트,15세이상관람가,드라마,필리다 로이드,해리엇 월터
1294,박강아름 결혼하다,2021-08-19,70000,0,25779710,23,3545,1,1,한국,한국,창작집단3355 (A.3355),(주)영화사 진진,전체관람가,다큐멘터리,박강아름,"박강아름,정성만,정보리강,슈슈,김수진,손지영,허가영,조한결,양은선,이다겸,서경희,김진옥,한지희,김한솔,류시연,이화민,이다정,김세련,조이현,김수진"
1294,북을 울려라,,46000,0,5224000,23,2608,1,3,미국,미국,,,12세관람가,"액션,서부극(웨스턴)",라울 월쉬,"게리 쿠퍼,마리 앨든"
1294,센소,,46000,0,5473000,23,2041,1,4,이탈리아,이탈리아,,,,멜로/로맨스,루치노 비스콘티,"알리다 발리,팔리 그레인저"
1294,슈가 앤 스타,,158000,0,158000,23,23,1,1,프랑스,프랑스,,(주)누리픽쳐스,12세이상관람가,드라마,세바스티앙 튈라르,"리아드 벨라이체,파스칼 레지티뮈스"
1294,스틸 플라워,2016-04-07,135000,0,17777200,23,2523,1,1,한국,한국,(주)무비엔진,㈜인디스토리,15세이상관람가,드라마,박석영,"정하담,박명훈"
1294,신비아파트: 금빛 도깨비와 비밀의 동굴,2018-07-25,150000,0,5002897250,23,678264,1,2,한국,한국,"(주)씨제이이엔엠,(주)칵테일 미디어",(주)씨제이이엔엠,전체관람가,"애니메이션,판타지,어드벤처",김병갑,"조현정,김영은,김채하,신용우,여민정,심규혁,이상호,이소은,정유정,김율,최재호,최재호"
1294,여고괴담 두번째 이야기,1999-12-24,189000,0,2043000,23,264,1,1,한국,한국,(주)씨네이천,,12세관람가,공포(호러),"김태용,민규동","공효진,이영진,박예진,김민선,김규리,오민애"
1294,이스마엘,2016-12-01,182000,0,188000,23,24,1,3,스페인,스페인,,(주)모멘텀엔터테인먼트,12세이상관람가,드라마,마르셀로 피네이로,"마리오 카사스,세르지 로페즈,벨렌 루에다"
1294,이토록 친밀한 타인(인디스데이),,169000,0,169000,23,23,1,7,한국,한국,,,,드라마,,
1303,2023년 2월 수요단편극장: 댄싱 인 더 쇼츠! 나는 슬플 때 춤을 춰,,165000,0,165000,22,22,3,4,한국,한국,,,,드라마,,
1303,거리의 악사,,44000,0,3765000,22,1875,1,2,영국,영국,,,,코미디,팀 웰랜,"찰스 로튼,비비안 리"
1303,뱅드림! 팝핀' 드림!,2022-03-24,170500,0,121771960,22,12408,1,8,일본,일본,,(주)애니플러스,전체관람가,애니메이션,카키모토 코다이,"아이미,오오츠카 사에,니시모토 리미,오오하시 아야카,이토 아야사"
1303,뱅드림! 필름 라이브,2019-09-26,169000,0,173285120,22,20016,1,9,일본,일본,,(주)애니플러스,전체관람가,애니메이션,우메츠 토모미,"아이미,마에시마 아미,오오츠카 사에,이토 미쿠,니시모토 리미,오오하시 아야카,이토 아야사"
1303,베니 굳맨 스토리,,113000,0,185000,22,34,1,2,미국,미국,유니버셜 픽쳐스,,,드라마,발렌타인 다비스,"스티븐 알렌,도나 리드"
1303,송어,1999-11-06,118000,0,151000,22,30,1,1,한국,한국,송어프로덕션,,12세관람가,"드라마,스릴러",박종원,"강수연,황인성,설경구,이은주,김세동,이항나,김인권,김뢰하,박길수,권태원"
1303,영화감독 노동주,2022-11-30,71000,0,4389000,22,531,2,17,한국,한국,(주)미학인우주선,(주)드림팩트엔터테인먼트,전체관람가,다큐멘터리,임찬익,노동주
1303,잇 컴스 앳 나잇,2017-10-19,210000,0,72324418,22,8964,1,2,미국,미국,,(주)팝엔터테인먼트,15세이상관람가,"미스터리,스릴러",트레이 에드워드 슐츠,"조엘 에저튼,라일리 코프,크리스토퍼 애봇"
1311,십계,1973-06-16,42000,0,40770072,21,20747,1,2,미국,미국,파라마운트 픽쳐스,,전체관람가,"드라마,가족",세실 B. 데밀,"앤 박스터,찰톤 헤스톤,에드워드 G. 로빈슨"
1311,아버,,120000,0,120000,21,21,1,3,영국,영국,,,,"다큐멘터리,드라마",,
1311,"아치의 노래, 정태춘",2022-05-18,193000,0,334357210,21,35231,1,8,한국,한국,(주)인디플러그,(주)넥스트엔터테인먼트월드(NEW),전체관람가,다큐멘터리,고영재,"정태춘,박은옥"
1311,악당들,2023-05-31,67000,0,67000,21,21,5,12,이탈리아,"이탈리아,브라질",,(주)드림팩트엔터테인먼트,청소년관람불가,"범죄,액션",가브리엘 알바네시,마르코 보치
1311,제69회 작은영화영화제 - 내 집 내 땅,,63000,0,63000,21,21,1,1,한국,한국,,,,기타,,
1311,퍼스널 쇼퍼,2017-02-09,207000,0,120951100,21,15024,1,2,프랑스,프랑스,,아이 엠,15세이상관람가,"드라마,스릴러",올리비에 아사야스,크리스틴 스튜어트
1311,폭풍을 부르는 18인,,114000,0,294000,21,57,1,3,일본,일본,,,,"액션,범죄",요시다 기주,토노야마 타이지
1318,1대1 밀착 홈트 후 뜨거운 정사,2023-05-30,100000,0,100000,20,20,1,1,한국,한국,와이제이스토리,와이제이스토리,청소년관람불가,성인물(에로),핑마,
1318,가정부와 비밀 정사,2023-05-31,100000,0,100000,20,20,1,1,한국,한국,와이제이스토리,와이제이스토리,청소년관람불가,성인물(에로),핑마,
1318,갑질섹스 떡 뺏어 먹는 여사장,2023-04-28,100000,0,100000,20,20,1,1,한국,한국,(주)뮤직엔닷컴,(주)뮤직엔닷컴,청소년관람불가,성인물(에로),김도현,
1318,거래처와 여직원 교환 섹스,2023-05-02,100000,0,100000,20,20,1,1,한국,한국,와이제이스토리,와이제이스토리,청소년관람불가,성인물(에로),핑마,
1318,관음 버라이어티 베이글녀의 사생활,2023-05-26,100000,0,100000,20,20,1,1,한국,한국,(주)샤이커뮤니케이션즈,(주)샤이커뮤니케이션즈,청소년관람불가,성인물(에로),서필벅,
